Stock Invested in,Sector,Sector Total,Value(Mn),% of Total Holdings,1M Change,1Y Highest Holding,1Y Lowest Holding,Quantity,1M Change in Qty,M-Cap,GroupName,Fund Name,Fund Id,MF ACF,MF Type
ICICI Bank Ltd.,Private sector bank,10.43,1209.8,5.88%,-0.42%,6.96% (Jul 2023),5.88% (Feb 2024),11.50 L,-0.70 L,Large Cap,42.81,axis-balanced-advantage-fund-direct-plan-growth,MAA729,Equity,04_dynamic_AA
Reliance Industries Ltd.,Refineries & marketing,5.26,1083.2,5.26%,-0.05%,5.31% (Jan 2024),3.32% (Mar 2023),3.71 L,0.00,Large Cap,42.81,axis-balanced-advantage-fund-direct-plan-growth,MAA729,Equity,04_dynamic_AA
Infosys Ltd.,Computers - software & consulting,8,844.8,4.11%,-0.81%,5.02% (Sep 2023),4.11% (Feb 2024),5.05 L,-0.85 L,Large Cap,42.81,axis-balanced-advantage-fund-direct-plan-growth,MAA729,Equity,04_dynamic_AA
HDFC Bank Ltd.,Private sector bank,10.43,785.2,3.82%,-0.29%,7.38% (Apr 2023),3.82% (Feb 2024),5.60 L,0.00,Other,15.24,axis-balanced-advantage-fund-direct-plan-growth,MAA729,Equity,04_dynamic_AA
Sun Pharmaceutical Industries Ltd.,Pharmaceuticals,4.13,571.4,2.78%,0.20%,2.84% (Sep 2023),2.3% (May 2023),3.62 L,0.00,Large Cap,42.81,axis-balanced-advantage-fund-direct-plan-growth,MAA729,Equity,04_dynamic_AA
Larsen & Toubro Ltd.,Civil construction,2.52,518.6,2.52%,-0.09%,2.83% (Sep 2023),2.01% (Mar 2023),1.49 L,0.00,Large Cap,42.81,axis-balanced-advantage-fund-direct-plan-growth,MAA729,Equity,04_dynamic_AA
Bajaj Finance Ltd.,Non banking financial company (nbfc),3.75,500.6,2.43%,-1.14%,4.69% (Sep 2023),2.43% (Feb 2024),77.07 k,-0.26 L,Large Cap,42.81,axis-balanced-advantage-fund-direct-plan-growth,MAA729,Equity,04_dynamic_AA
"-
Bajaj Auto Ltd.",2/3 wheelers,2.93,396.3,1.93%,0.00%,2.42% (Nov 2023),0% (Mar 2023),50.10 k,0.00,Large Cap,42.81,axis-balanced-advantage-fund-direct-plan-growth,MAA729,Equity,04_dynamic_AA
National Thermal Power Corporation Ltd.,Power generation,1.9,392,1.90%,0.13%,1.9% (Feb 2024),0% (Mar 2023),11.68 L,56.00 k,Large Cap,42.81,axis-balanced-advantage-fund-direct-plan-growth,MAA729,Equity,04_dynamic_AA
State Bank Of India,Public sector bank,2.9,365.3,1.78%,0.47%,1.78% (Feb 2024),1.16% (Jun 2023),4.88 L,81.00 k,Large Cap,42.81,axis-balanced-advantage-fund-direct-plan-growth,MAA729,Equity,04_dynamic_AA
Pidilite Industries Ltd.,Specialty chemicals,2.07,359.6,1.75%,0.08%,1.8% (Dec 2023),0% (Mar 2023),1.31 L,0.00,Large Cap,42.81,axis-balanced-advantage-fund-direct-plan-growth,MAA729,Equity,04_dynamic_AA
Mahindra & Mahindra Ltd.,Passenger cars & utility vehicles,1.57,323.9,1.57%,0.30%,2.79% (May 2023),1.27% (Jan 2024),1.68 L,15.00 k,Large Cap,42.81,axis-balanced-advantage-fund-direct-plan-growth,MAA729,Equity,04_dynamic_AA
SBI Life Insurance Co Ltd.,Life insurance,2.5,308.7,1.50%,0.10%,2.1% (Nov 2023),1.4% (Jan 2024),1.99 L,0.00,Large Cap,42.81,axis-balanced-advantage-fund-direct-plan-growth,MAA729,Equity,04_dynamic_AA
Coforge Ltd.,Computers - software & consulting,8,304.9,1.48%,0.02%,1.48% (Dec 2023),0.88% (Mar 2023),46.52 k,0.00,Small Cap,4.33,axis-balanced-advantage-fund-direct-plan-growth,MAA729,Equity,04_dynamic_AA
Bharti Airtel Ltd.,Telecom - cellular & fixed line services,1.47,302.2,1.47%,-0.11%,1.58% (Jan 2024),0.74% (Mar 2023),2.69 L,0.00,Large Cap,42.81,axis-balanced-advantage-fund-direct-plan-growth,MAA729,Equity,04_dynamic_AA
Kaynes Technology India Private Ltd.,Industrial products,1.94,281.9,1.37%,-0.62%,2.79% (Sep 2023),1.14% (Mar 2023),95.39 k,-0.44 L,Other,15.24,axis-balanced-advantage-fund-direct-plan-growth,MAA729,Equity,04_dynamic_AA
Dabur India Ltd.,Personal care,1.18,242.7,1.18%,0.08%,1.18% (Feb 2024),0% (Mar 2023),4.51 L,45.00 k,Large Cap,42.81,axis-balanced-advantage-fund-direct-plan-growth,MAA729,Equity,04_dynamic_AA
Indian Bank,Public sector bank,2.9,230.2,1.12%,0.11%,1.12% (Feb 2024),0% (Mar 2023),4.38 L,36.00 k,Mid Cap,6.81,axis-balanced-advantage-fund-direct-plan-growth,MAA729,Equity,04_dynamic_AA
Dixon Technologies (India) Ltd.,Consumer electronics,1.11,227.9,1.11%,0.08%,1.13% (Dec 2023),0% (Mar 2023),34.09 k,0.00,Other,15.24,axis-balanced-advantage-fund-direct-plan-growth,MAA729,Equity,04_dynamic_AA
Tata Consultancy Services Ltd.,Computers - software & consulting,8,224.4,1.09%,0.04%,1.09% (Feb 2024),0.88% (Mar 2023),54.80 k,0.00,Large Cap,42.81,axis-balanced-advantage-fund-direct-plan-growth,MAA729,Equity,04_dynamic_AA
Nifty 50 : Futures Near,Exchange and data platform,1.19,216.1,1.05%,-0.02%,1.11% (Dec 2023),0% (Mar 2023),9.75 k,9.75 k,Other,15.24,axis-balanced-advantage-fund-direct-plan-growth,MAA729,Equity,04_dynamic_AA
Vijaya Diagnostic Centre Ltd.,Healthcare service provider,1.01,207.9,1.01%,-0.06%,1.1% (Dec 2023),0% (Mar 2023),3.23 L,507.00,Other,15.24,axis-balanced-advantage-fund-direct-plan-growth,MAA729,Equity,04_dynamic_AA
TVS Motor Company Ltd.,2/3 wheelers,2.93,206.6,1.00%,0.03%,1.68% (Nov 2023),0.97% (Jan 2024),96.56 k,0.00,Mid Cap,6.81,axis-balanced-advantage-fund-direct-plan-growth,MAA729,Equity,04_dynamic_AA
ICICI Prudential Life Insurance Co Ltd.,Life insurance,2.5,204.9,1.00%,0.03%,1% (Feb 2024),0% (Mar 2023),3.85 L,0.00,Large Cap,42.81,axis-balanced-advantage-fund-direct-plan-growth,MAA729,Equity,04_dynamic_AA
Ultratech Cement Ltd.,Cement & cement products,1.96,204.2,0.99%,-1.04%,3.01% (Jun 2023),0.99% (Feb 2024),20.64 k,-0.19 L,Large Cap,42.81,axis-balanced-advantage-fund-direct-plan-growth,MAA729,Equity,04_dynamic_AA
Sona BLW Precision Forgings Ltd.,Auto components & equipments,1.79,191.3,0.93%,0.07%,0.98% (Dec 2023),0.62% (Mar 2023),2.77 L,0.00,Other,15.24,axis-balanced-advantage-fund-direct-plan-growth,MAA729,Equity,04_dynamic_AA
Tata Consumer Products Ltd.,Tea & coffee,0.91,187.4,0.91%,0.03%,1.27% (Dec 2023),0.02% (Sep 2023),1.57 L,0.00,Mid Cap,6.81,axis-balanced-advantage-fund-direct-plan-growth,MAA729,Equity,04_dynamic_AA
Mankind Pharma Ltd.,Pharmaceuticals,4.13,179.7,0.87%,0.12%,0.87% (Feb 2024),0% (Mar 2023),84.14 k,9.09 k,Other,15.24,axis-balanced-advantage-fund-direct-plan-growth,MAA729,Equity,04_dynamic_AA
Minda Industries Ltd.,Auto components & equipments,1.79,176.1,0.86%,0.34%,0.86% (Feb 2024),0% (Mar 2023),2.63 L,1.12 L,Small Cap,4.33,axis-balanced-advantage-fund-direct-plan-growth,MAA729,Equity,04_dynamic_AA
Jio Financial Services Ltd.,Non banking financial company (nbfc),3.75,171.4,0.83%,0.47%,0.83% (Feb 2024),0% (Mar 2023),5.53 L,2.65 L,Other,15.24,axis-balanced-advantage-fund-direct-plan-growth,MAA729,Equity,04_dynamic_AA
Coal India Ltd.,Coal,0.83,170.8,0.83%,0.43%,0.83% (Feb 2024),0% (Mar 2023),3.91 L,1.95 L,Large Cap,42.81,axis-balanced-advantage-fund-direct-plan-growth,MAA729,Equity,04_dynamic_AA
Ambuja Cements Ltd.,Cement & cement products,1.96,162.2,0.79%,0.04%,3.71% (Jul 2023),0.75% (Jan 2024),2.68 L,0.00,Large Cap,42.81,axis-balanced-advantage-fund-direct-plan-growth,MAA729,Equity,04_dynamic_AA
Bharat Dynamics Ltd.,Aerospace & defense,1.4,160.3,0.78%,0.02%,0.78% (Feb 2024),0% (Mar 2023),88.60 k,0.00,Small Cap,4.33,axis-balanced-advantage-fund-direct-plan-growth,MAA729,Equity,04_dynamic_AA
KFIN Technologies Ltd.,Financial technology (fintech),0.75,154.8,0.75%,-0.16%,1.09% (Sep 2023),0.63% (Mar 2023),2.26 L,-0.65 L,Other,15.24,axis-balanced-advantage-fund-direct-plan-growth,MAA729,Equity,04_dynamic_AA
"#
Oil & Natural Gas Corporation Ltd.",Oil exploration & production,0.71,146.9,0.71%,0.71%,0.71% (Feb 2024),0% (Mar 2023),5.55 L,5.55 L,Large Cap,42.81,axis-balanced-advantage-fund-direct-plan-growth,MAA729,Equity,04_dynamic_AA
Pi Industries Ltd.,Pesticides & agrochemicals,0.71,146.2,0.71%,0.35%,0.71% (Feb 2024),0% (Mar 2023),39.80 k,18.80 k,Mid Cap,6.81,axis-balanced-advantage-fund-direct-plan-growth,MAA729,Equity,04_dynamic_AA
Cummins India Ltd.,"Compressors, pumps & diesel engines",0.7,145,0.70%,0.19%,0.7% (Feb 2024),0% (Mar 2023),52.94 k,8.88 k,Mid Cap,6.81,axis-balanced-advantage-fund-direct-plan-growth,MAA729,Equity,04_dynamic_AA
Doms Industries Ltd.,Stationary,0.7,144.4,0.70%,0.03%,0.7% (Feb 2024),0% (Mar 2023),95.35 k,0.00,Other,15.24,axis-balanced-advantage-fund-direct-plan-growth,MAA729,Equity,04_dynamic_AA
Federal Bank Ltd.,Private sector bank,10.43,141.6,0.69%,-0.01%,0.74% (Dec 2023),0% (Mar 2023),9.42 L,0.00,Mid Cap,6.81,axis-balanced-advantage-fund-direct-plan-growth,MAA729,Equity,04_dynamic_AA
Bharat Electronics Ltd.,Aerospace & defense,1.4,128.4,0.62%,0.22%,0.62% (Feb 2024),0% (Mar 2023),6.26 L,2.00 L,Mid Cap,6.81,axis-balanced-advantage-fund-direct-plan-growth,MAA729,Equity,04_dynamic_AA
Brigade Enterprises Ltd.,"Residential, commercial projects",0.57,118.3,0.57%,-0.04%,0.61% (Jan 2024),0% (Mar 2023),1.18 L,0.00,Small Cap,4.33,axis-balanced-advantage-fund-direct-plan-growth,MAA729,Equity,04_dynamic_AA
Jyoti CNC Automation Ltd.,Industrial products,1.94,117.3,0.57%,0.01%,0.57% (Feb 2024),0% (Mar 2023),2.00 L,0.00,Other,15.24,axis-balanced-advantage-fund-direct-plan-growth,MAA729,Equity,04_dynamic_AA
Mphasis Ltd.,Computers - software & consulting,8,113.9,0.55%,-0.02%,0.6% (Dec 2023),0% (Mar 2023),43.50 k,0.00,Mid Cap,6.81,axis-balanced-advantage-fund-direct-plan-growth,MAA729,Equity,04_dynamic_AA
United Spirits Ltd.,Breweries & distilleries,0.52,108,0.52%,0.34%,0.52% (Feb 2024),0.01% (Oct 2023),92.60 k,60.00 k,Large Cap,42.81,axis-balanced-advantage-fund-direct-plan-growth,MAA729,Equity,04_dynamic_AA
"-
Persistent Systems Ltd.",Computers - software & consulting,8,103.2,0.50%,0.00%,2.91% (Sep 2023),0.45% (Dec 2023),11.95 k,0.00,Small Cap,4.33,axis-balanced-advantage-fund-direct-plan-growth,MAA729,Equity,04_dynamic_AA
Cholamandalam Investment & Finance Co. Ltd.,Non banking financial company (nbfc),3.75,100.6,0.49%,-0.06%,1.95% (Sep 2023),0.49% (Feb 2024),92.33 k,0.00,Other,15.24,axis-balanced-advantage-fund-direct-plan-growth,MAA729,Equity,04_dynamic_AA
Cipla Ltd.,Pharmaceuticals,4.13,95.8,0.47%,0.03%,2.56% (Aug 2023),0.41% (Dec 2023),64.74 k,0.00,Large Cap,42.81,axis-balanced-advantage-fund-direct-plan-growth,MAA729,Equity,04_dynamic_AA
Max Healthcare Institute Ltd.,Hospital,0.84,94.4,0.46%,-0.01%,0.47% (Jan 2024),0% (Mar 2023),1.19 L,0.00,Other,15.24,axis-balanced-advantage-fund-direct-plan-growth,MAA729,Equity,04_dynamic_AA
"#
Gpt Healthcare Ltd.",Hospital,0.84,78.8,0.38%,0.38%,0.38% (Feb 2024),0% (Mar 2023),3.93 L,3.93 L,Other,15.24,axis-balanced-advantage-fund-direct-plan-growth,MAA729,Equity,04_dynamic_AA
"-
SRF Ltd.",Specialty chemicals,2.07,64.9,0.32%,0.00%,0.34% (May 2023),0.29% (Jul 2023),27.16 k,0.00,Mid Cap,6.81,axis-balanced-advantage-fund-direct-plan-growth,MAA729,Equity,04_dynamic_AA
Hindustan Unilever Ltd.,Diversified fmcg,0.31,64.7,0.31%,-0.02%,3.35% (Jun 2023),0.31% (Feb 2024),26.82 k,0.00,Large Cap,42.81,axis-balanced-advantage-fund-direct-plan-growth,MAA729,Equity,04_dynamic_AA
Vedant Fashions Ltd.,Speciality retail,0.3,62.4,0.30%,-0.01%,0.85% (Nov 2023),0% (Mar 2023),60.63 k,0.00,Other,15.24,axis-balanced-advantage-fund-direct-plan-growth,MAA729,Equity,04_dynamic_AA
Tata Technologies Ltd.,Computers - software & consulting,8,55,0.27%,-0.31%,0.71% (Nov 2023),0% (Mar 2023),50.72 k,-0.54 L,Other,15.24,axis-balanced-advantage-fund-direct-plan-growth,MAA729,Equity,04_dynamic_AA
"-
Associated Cement Companies Ltd.",Cement & cement products,1.96,36.2,0.18%,0.00%,0.32% (Jun 2023),0.15% (Dec 2023),13.78 k,0.00,Mid Cap,6.81,axis-balanced-advantage-fund-direct-plan-growth,MAA729,Equity,04_dynamic_AA
Jubilant Foodworks Ltd.,Restaurants,0.15,30.6,0.15%,-0.02%,0.19% (Dec 2023),0% (Mar 2023),66.00 k,0.00,Other,15.24,axis-balanced-advantage-fund-direct-plan-growth,MAA729,Equity,04_dynamic_AA
"-
BSE Ltd.",Exchange and data platform,1.19,28.4,0.14%,0.00%,0.14% (Jan 2024),0% (Mar 2023),12.00 k,0.00,Small Cap,4.33,axis-balanced-advantage-fund-direct-plan-growth,MAA729,Equity,04_dynamic_AA
Honasa Consumer Ltd.,Retailing,0.13,26.4,0.13%,-0.37%,0.57% (Nov 2023),0% (Mar 2023),63.69 k,-1.48 L,Other,15.24,axis-balanced-advantage-fund-direct-plan-growth,MAA729,Equity,04_dynamic_AA
"-
Nestle India Ltd.",Packaged foods,0.05,10.3,0.05%,0.00%,0.79% (Oct 2023),0.05% (Jan 2024),3.95 k,0.00,Other,15.24,axis-balanced-advantage-fund-direct-plan-growth,MAA729,Equity,04_dynamic_AA
"-
Kotak Mahindra Bank Ltd.",Private sector bank,10.43,7.5,0.04%,0.00%,5.5% (Apr 2023),0.04% (Jan 2024),4.41 k,0.00,Large Cap,42.81,axis-balanced-advantage-fund-direct-plan-growth,MAA729,Equity,04_dynamic_AA
"-
Torrent Pharmaceuticals Ltd.",Pharmaceuticals,4.13,1.4,0.01%,0.00%,0.01% (Dec 2023),0% (Mar 2023),518.00,0.00,Mid Cap,6.81,axis-balanced-advantage-fund-direct-plan-growth,MAA729,Equity,04_dynamic_AA
Zee Entertainment Enterprises Ltd.,Tv broadcasting & software production,,5.9,0.00%,-0.03%,-,-,-,-,Large Cap,42.81,axis-balanced-advantage-fund-direct-plan-growth,MAA729,Equity,04_dynamic_AA
Jindal Steel & Power Ltd.,Iron & steel products,,0,0.00%,0.00%,-,-,-,-,Mid Cap,6.81,axis-balanced-advantage-fund-direct-plan-growth,MAA729,Equity,04_dynamic_AA
Indigo Paints Ltd.,Paints,,3.8,0.00%,-0.02%,-,-,-,-,Other,15.24,axis-balanced-advantage-fund-direct-plan-growth,MAA729,Equity,04_dynamic_AA
Clean Science and Technology Ltd.,Commodity chemicals,,19,0.00%,-0.10%,-,-,-,-,Other,15.24,axis-balanced-advantage-fund-direct-plan-growth,MAA729,Equity,04_dynamic_AA
The Ramco Cements Ltd.,Cement & cement products,1.96,46.5,0.00%,-0.23%,-,-,-,-,Mid Cap,6.81,axis-balanced-advantage-fund-direct-plan-growth,MAA729,Equity,04_dynamic_AA
Global Health Ltd.,Hospital,0.84,11.8,0.00%,-0.06%,-,-,-,-,Other,15.24,axis-balanced-advantage-fund-direct-plan-growth,MAA729,Equity,04_dynamic_AA
Asian Paints (india) Ltd.,Paints,,33.9,0.00%,-0.17%,-,-,-,-,Large Cap,42.81,axis-balanced-advantage-fund-direct-plan-growth,MAA729,Equity,04_dynamic_AA
Reliance Industries Ltd.,Refineries & marketing,5.75,193.6,5.75%,-0.03%,7.48% (May 2023),3.1% (Aug 2023),66.28 k,0.00,Large Cap,37.08,iti-balanced-advantage-fund-direct-plan-growth,MIT039,Equity,04_dynamic_AA
HDFC Bank Ltd.,Private sector bank,9.81,166.7,4.95%,-0.36%,9.44% (Aug 2023),4.85% (Mar 2023),1.19 L,0.00,Other,18.89,iti-balanced-advantage-fund-direct-plan-growth,MIT039,Equity,04_dynamic_AA
Infosys Ltd.,Computers - software & consulting,9.25,152.9,4.54%,-0.10%,5.17% (Aug 2023),2.08% (Apr 2023),91.33 k,0.00,Large Cap,37.08,iti-balanced-advantage-fund-direct-plan-growth,MIT039,Equity,04_dynamic_AA
Zomato Ltd.,E-retail/ e-commerce,3.29,110.7,3.29%,0.44%,3.29% (Feb 2024),0% (Mar 2023),6.69 L,0.00,Other,18.89,iti-balanced-advantage-fund-direct-plan-growth,MIT039,Equity,04_dynamic_AA
National Thermal Power Corporation Ltd.,Power generation,3.21,108.2,3.21%,0.08%,3.21% (Feb 2024),0.54% (Apr 2023),3.22 L,0.00,Large Cap,37.08,iti-balanced-advantage-fund-direct-plan-growth,MIT039,Equity,04_dynamic_AA
LTIMindtree Ltd.,Computers - software & consulting,9.25,91.4,2.71%,-0.16%,3.34% (Dec 2023),0% (Mar 2023),17.24 k,0.00,Mid Cap,7.59,iti-balanced-advantage-fund-direct-plan-growth,MIT039,Equity,04_dynamic_AA
Sun Pharmaceutical Industries Ltd.,Pharmaceuticals,5.57,89.5,2.66%,0.20%,3.41% (Jul 2023),0.7% (Mar 2023),56.75 k,0.00,Large Cap,37.08,iti-balanced-advantage-fund-direct-plan-growth,MIT039,Equity,04_dynamic_AA
ICICI Bank Ltd.,Private sector bank,9.81,87.8,2.61%,-0.01%,4.92% (May 2023),2.25% (Aug 2023),83.44 k,0.00,Large Cap,37.08,iti-balanced-advantage-fund-direct-plan-growth,MIT039,Equity,04_dynamic_AA
Bharti Airtel Ltd. - Partly Paid,Telecom - cellular & fixed line services,2.53,85.1,2.53%,-0.25%,3.28% (Nov 2023),0% (Mar 2023),1.18 L,0.00,Other,18.89,iti-balanced-advantage-fund-direct-plan-growth,MIT039,Equity,04_dynamic_AA
Titan Company Ltd.,"Gems, jewellery and watches",2.34,78.9,2.34%,-0.12%,2.46% (Dec 2023),0.68% (Mar 2023),21.76 k,0.00,Large Cap,37.08,iti-balanced-advantage-fund-direct-plan-growth,MIT039,Equity,04_dynamic_AA
Adani Ports And Special Economic Zone Ltd.,Port & port services,2.23,75,2.23%,0.13%,2.23% (Feb 2024),0% (Mar 2023),56.80 k,0.00,Large Cap,37.08,iti-balanced-advantage-fund-direct-plan-growth,MIT039,Equity,04_dynamic_AA
Bajaj Finance Ltd.,Non banking financial company (nbfc),2.14,72.1,2.14%,-0.19%,3.55% (Sep 2023),0.97% (Mar 2023),11.10 k,0.00,Large Cap,37.08,iti-balanced-advantage-fund-direct-plan-growth,MIT039,Equity,04_dynamic_AA
State Bank Of India,Public sector bank,3.55,69.6,2.07%,0.25%,2.07% (Feb 2024),0% (Mar 2023),93.00 k,0.00,Large Cap,37.08,iti-balanced-advantage-fund-direct-plan-growth,MIT039,Equity,04_dynamic_AA
Mankind Pharma Ltd.,Pharmaceuticals,5.57,57,1.69%,0.06%,2.08% (Jun 2023),0% (Mar 2023),26.69 k,0.00,Other,18.89,iti-balanced-advantage-fund-direct-plan-growth,MIT039,Equity,04_dynamic_AA
IRM Energy Ltd.,Lpg/cng/png/lng supplier,1.65,55.4,1.65%,0.02%,1.65% (Feb 2024),0% (Mar 2023),99.02 k,0.00,Other,18.89,iti-balanced-advantage-fund-direct-plan-growth,MIT039,Equity,04_dynamic_AA
R R Kabel Ltd.,Cables - electricals,1.62,54.5,1.62%,-0.03%,2.53% (Sep 2023),0% (Mar 2023),37.75 k,0.00,Other,18.89,iti-balanced-advantage-fund-direct-plan-growth,MIT039,Equity,04_dynamic_AA
Larsen & Toubro Ltd.,Civil construction,1.5,50.6,1.50%,-0.05%,3% (Jun 2023),1.41% (Nov 2023),14.54 k,0.00,Large Cap,37.08,iti-balanced-advantage-fund-direct-plan-growth,MIT039,Equity,04_dynamic_AA
Bank Of India,Public sector bank,3.55,49.8,1.48%,-0.13%,1.61% (Jan 2024),0% (Mar 2023),3.79 L,0.00,Mid Cap,7.59,iti-balanced-advantage-fund-direct-plan-growth,MIT039,Equity,04_dynamic_AA
Indusind Bank Ltd.,Private sector bank,9.81,45,1.34%,-0.09%,1.5% (Dec 2023),0% (Mar 2023),30.50 k,0.00,Large Cap,37.08,iti-balanced-advantage-fund-direct-plan-growth,MIT039,Equity,04_dynamic_AA
ITC Limited,Diversified fmcg,1.27,42.8,1.27%,0.97%,5.41% (Apr 2023),0% (Mar 2023),1.05 L,82.84 k,Large Cap,37.08,iti-balanced-advantage-fund-direct-plan-growth,MIT039,Equity,04_dynamic_AA
Adani Enterprises Ltd.,Trading - minerals,1.26,42.4,1.26%,0.02%,1.26% (Feb 2024),0.01% (Mar 2023),12.90 k,0.00,Mid Cap,7.59,iti-balanced-advantage-fund-direct-plan-growth,MIT039,Equity,04_dynamic_AA
Concord Biotech Ltd.,Pharmaceuticals,5.57,41.1,1.22%,-0.04%,1.28% (Dec 2023),0% (Mar 2023),28.25 k,0.00,Other,18.89,iti-balanced-advantage-fund-direct-plan-growth,MIT039,Equity,04_dynamic_AA
ICICI Securities Ltd.,Stockbroking & allied,1.16,39.1,1.16%,-0.04%,1.22% (Jun 2023),0% (Mar 2023),47.81 k,0.00,Small Cap,1.16,iti-balanced-advantage-fund-direct-plan-growth,MIT039,Equity,04_dynamic_AA
HCL Technologies Limited,Computers - software & consulting,9.25,38.6,1.15%,0.03%,1.15% (Feb 2024),0% (Mar 2023),23.21 k,0.00,Large Cap,37.08,iti-balanced-advantage-fund-direct-plan-growth,MIT039,Equity,04_dynamic_AA
Rural Electrification Corporation Limited,Financial institution,1.02,34.2,1.02%,-0.16%,2.3% (Aug 2023),0% (Mar 2023),77.36 k,0.00,Mid Cap,7.59,iti-balanced-advantage-fund-direct-plan-growth,MIT039,Equity,04_dynamic_AA
Axis Bank Ltd.,Private sector bank,9.81,30.6,0.91%,-0.02%,3.08% (Mar 2023),0.91% (Feb 2024),28.42 k,0.00,Large Cap,37.08,iti-balanced-advantage-fund-direct-plan-growth,MIT039,Equity,04_dynamic_AA
Tata Steel Ltd.,Iron & steel products,0.87,29.2,0.87%,0.01%,3.16% (Sep 2023),0.86% (Jan 2024),2.07 L,0.00,Other,18.89,iti-balanced-advantage-fund-direct-plan-growth,MIT039,Equity,04_dynamic_AA
"#
Indiabulls Housing Finance Ltd - Partly Paid",Housing finance company,0.78,26.2,0.78%,0.78%,0.78% (Feb 2024),0% (Mar 2023),2.63 L,2.63 L,Other,18.89,iti-balanced-advantage-fund-direct-plan-growth,MIT039,Equity,04_dynamic_AA
Hindalco Industries Ltd.,Aluminium,0.69,23.3,0.69%,-0.13%,0.87% (Dec 2023),0% (Mar 2023),46.20 k,0.00,Large Cap,37.08,iti-balanced-advantage-fund-direct-plan-growth,MIT039,Equity,04_dynamic_AA
Tata Motors Ltd.,Passenger cars & utility vehicles,0.6,20.3,0.60%,0.02%,0.92% (Jul 2023),0% (Mar 2023),21.38 k,0.00,Large Cap,37.08,iti-balanced-advantage-fund-direct-plan-growth,MIT039,Equity,04_dynamic_AA
Tata Consumer Products Ltd.,Tea & coffee,0.6,20.1,0.60%,0.02%,0.6% (Feb 2024),0.27% (Mar 2023),16.86 k,0.00,Mid Cap,7.59,iti-balanced-advantage-fund-direct-plan-growth,MIT039,Equity,04_dynamic_AA
Tata Consultancy Services Ltd.,Computers - software & consulting,9.25,19,0.56%,0.02%,5.02% (Mar 2023),0.5% (Nov 2023),4.64 k,0.00,Large Cap,37.08,iti-balanced-advantage-fund-direct-plan-growth,MIT039,Equity,04_dynamic_AA
Asian Paints (india) Ltd.,Paints,0.55,18.6,0.55%,-0.05%,0.81% (Mar 2023),0% (Mar 2023),6.60 k,0.00,Large Cap,37.08,iti-balanced-advantage-fund-direct-plan-growth,MIT039,Equity,04_dynamic_AA
Apollo Hospitals Enterprises Ltd.,Hospital,0.52,17.5,0.52%,-0.04%,0.56% (Jan 2024),0.28% (Mar 2023),2.87 k,0.00,Mid Cap,7.59,iti-balanced-advantage-fund-direct-plan-growth,MIT039,Equity,04_dynamic_AA
Ambuja Cements Ltd.,Cement & cement products,0.52,17.5,0.52%,0.03%,0.52% (Feb 2024),0% (Mar 2023),28.80 k,0.00,Large Cap,37.08,iti-balanced-advantage-fund-direct-plan-growth,MIT039,Equity,04_dynamic_AA
DLF Ltd.,"Residential, commercial projects",0.44,14.9,0.44%,0.04%,0.44% (Feb 2024),0% (Mar 2023),16.50 k,0.00,Large Cap,37.08,iti-balanced-advantage-fund-direct-plan-growth,MIT039,Equity,04_dynamic_AA
KPIT Technologies Ltd.,Computers - software & consulting,9.25,9.8,0.29%,-0.01%,0.3% (Jan 2024),0% (Mar 2023),6.25 k,0.00,Other,18.89,iti-balanced-advantage-fund-direct-plan-growth,MIT039,Equity,04_dynamic_AA
Power Grid Corporation of India Ltd.,Power - transmission,,34.1,0.00%,-1.04%,-,-,-,-,Large Cap,37.08,iti-balanced-advantage-fund-direct-plan-growth,MIT039,Equity,04_dynamic_AA
Reliance Industries Ltd.,Refineries & marketing,6.21,873,5.36%,0.16%,5.71% (Jun 2023),3.9% (Oct 2023),2.99 L,0.00,Large Cap,42.87,union-balanced-advantage-fund-direct-plan-growth,MUK114,Equity,04_dynamic_AA
HDFC Bank Ltd.,Private sector bank,9.36,607,3.73%,0.10%,5.87% (Aug 2023),3.63% (Jan 2024),4.32 L,25.85 k,Other,11.47,union-balanced-advantage-fund-direct-plan-growth,MUK114,Equity,04_dynamic_AA
ICICI Bank Ltd.,Private sector bank,9.36,551.3,3.38%,-0.36%,5.86% (Jul 2023),3.38% (Feb 2024),5.24 L,-0.73 L,Large Cap,42.87,union-balanced-advantage-fund-direct-plan-growth,MUK114,Equity,04_dynamic_AA
Infosys Ltd.,Computers - software & consulting,7.35,484.4,2.97%,0.04%,3.97% (Sep 2023),2.53% (Oct 2023),2.89 L,0.00,Large Cap,42.87,union-balanced-advantage-fund-direct-plan-growth,MUK114,Equity,04_dynamic_AA
Larsen & Toubro Ltd.,Civil construction,2.21,360.3,2.21%,0.01%,3.1% (Sep 2023),1.76% (Mar 2023),1.04 L,0.00,Large Cap,42.87,union-balanced-advantage-fund-direct-plan-growth,MUK114,Equity,04_dynamic_AA
National Thermal Power Corporation Ltd.,Power generation,2.77,357.7,2.20%,-0.38%,2.58% (Jan 2024),0.7% (Aug 2023),10.66 L,-2.67 L,Large Cap,42.87,union-balanced-advantage-fund-direct-plan-growth,MUK114,Equity,04_dynamic_AA
Bharat Electronics Ltd.,Aerospace & defense,2.03,331.3,2.03%,0.75%,2.03% (Feb 2024),0.42% (Mar 2023),16.15 L,4.85 L,Mid Cap,12.07,union-balanced-advantage-fund-direct-plan-growth,MUK114,Equity,04_dynamic_AA
